1,00166226
1,00256805
1,002108107
0,999479568
0,994454278
0,986508767
0,97564521
0,962223097
0,946792822
0,930394362
0,913471737
0,896450198
0,879370009
0,862823205
0,846536637
0,832719819
0,820344632
0,808806273
0,796851385
0,785475916
0,773101849
0,761349205
0,749876805
0,740007566
0,728692719
0,716759438
0,704844373
0,691094853
0,675933746
0,66115075
0,647114826
0,634114769
0,621615683
0,611325703
0,603113739
0,596633751
0,588790017
0,579240567
0,569911198
0,560493416
